Link,Author Keywords,EID
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032421971&doi=10.1145%2f237170.237199&partnerID=40&md5=d34d5d2b697f2f40347faf5da4d070d3","Epipolar analysis; Holographic stereogram; Image-based rendering; Light field; Vector quantization",2-s2.0-85032421971
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036006911&doi=10.1016%2fS1093-3263%2801%2900123-1&partnerID=40&md5=9dbb8a65c3c2a02c4fea0cdd39725500","kNN QSAR; LOO cross-validation; QSAR modeling; Training and test sets",2-s2.0-0036006911
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869436579&doi=10.1109%2fTIP.2012.2214050&partnerID=40&md5=9ffcf8d66b027f0900f457a3f7980212","Blind quality assessment; denoising; natural scene statistics; no reference image quality assessment; spatial domain",2-s2.0-84869436579
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849187993&doi=10.1016%2fj.media.2007.06.004&partnerID=40&md5=2a68c017adfb4446590a3d3b812c0cc8","Cross-correlation; Deformable image registration; Dementia; Diffeomorphic; Human cortex; Morphometry",2-s2.0-38849187993
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144478351&doi=10.1109%2fTIP.2005.859378&partnerID=40&md5=1781f3975edd979bae44d6f85ce693d5","Image formation; Image quality assessment (QA); Information fidelity; Natural scene statistics (NSS)",2-s2.0-31144478351
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026852080&doi=10.1109%2f83.136597&partnerID=40&md5=f89448c9e79074f1457f1cf5d9a00ef1","biorthogonal wavelet; multiscale pyramidal algorithm; noise shaping; progressive transmission; vector quantization; Wavelet",2-s2.0-0026852080
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033397980&partnerID=40&md5=2083f5a483cb14a0133cec619d555538",,2-s2.0-0033397980
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032008619&doi=10.1016%2fS1361-8415%2801%2980026-8&partnerID=40&md5=32ebabec24c477ce270a861f49920f1b","Matching; Registration",2-s2.0-0032008619
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4344675264&doi=10.1109%2fTIP.2004.833105&partnerID=40&md5=f0547741b265be0d974963e06bfc16b3",,2-s2.0-4344675264
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035503402&doi=10.1109%2f38.963459&partnerID=40&md5=9ca9a4d61b774887e7bbbafb1547dbbd",,2-s2.0-0035503402
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971372881&doi=10.1145%2f37401.37422&partnerID=40&md5=cb9075f6c731a4befd41ae940a1f625b","Computer graphics; Medical imaging; Surface reconstruction",2-s2.0-84971372881
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030679094&partnerID=40&md5=55bfae4cd7a747296f9ac67dbd71f991",,2-s2.0-0030679094
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034258869&doi=10.1109%2f83.862633&partnerID=40&md5=98893c724e62e13c7c3f773d6364aa0d","Adaptive method; Image compression; Image denoising; Image restoration; Wavelet thresholding",2-s2.0-0034258869
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015559680&doi=10.1145%2f312624.312682&partnerID=40&md5=e5d1f4f05afe6b3270a1cbd6ccf12b6b",,2-s2.0-85015559680
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036500772&doi=10.1109%2f38.988747&partnerID=40&md5=2cc7d25ff78ef124295512c44c79a800",,2-s2.0-0036500772
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026888013&doi=10.1145%2f142920.134011&partnerID=40&md5=eb79072c6bfc5a01dd3221f17830486d",,2-s2.0-0026888013
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750369245&doi=10.1109%2fTIP.2006.881959&partnerID=40&md5=5ddbd9564ee3c5a4952b1dc86a5cbe86","Image quality assessment performance; Image quality study; Subjective quality assessment",2-s2.0-33750369245
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349655522&doi=10.1145%2f1531326.1531330&partnerID=40&md5=4a190e0fb9449f8f2e3ff190b48f84e1","Approximate nearest neighbor; Completion; Image editing; Patch-based synthesis; Reshuffling; Retargeting",2-s2.0-70349655522
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952634397&doi=10.1109%2fTIP.2010.2042645&partnerID=40&md5=b4ec2d2e64733552355407f0bf710037","Face recognition; Illumination invariance; Image preprocessing; Kernel principal components analysis; Local binary patterns; Visual features",2-s2.0-77952634397
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031188657&doi=10.1109%2f83.597272&partnerID=40&md5=79130f16d79559d92d23fad6e3a0f4b3",,2-s2.0-0031188657
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072184139&doi=10.1145%2f3326362&partnerID=40&md5=fe495da5ba4e550514d20230d9d5a61b","Classification; Point cloud; Segmentation",2-s2.0-85072184139
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035449032&doi=10.1109%2f38.946629&partnerID=40&md5=25e2d65d5b6f6befff747f606e7a39a5",,2-s2.0-0035449032
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995784237&doi=10.1016%2fj.media.2016.10.004&partnerID=40&md5=f63eebe1028c0c0ae333f84c0fcdda68","3D convolutional neural network; Brain lesions; Deep learning; Fully connected CRF; Segmentation",2-s2.0-84995784237
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022758626&doi=10.1145%2f15886.15903&partnerID=40&md5=0524100cf59a81123d42808b81ae293e",,2-s2.0-0022758626
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036612499&doi=10.1109%2fTIP.2002.1014998&partnerID=40&md5=59f58254aaba6d7b60424b495328f774","Curvelets; Discrete wavelet transform; FFT; Filtering; FWT; Radon transform; Ridgelets; Thresholding rules; Wavelets",2-s2.0-0036612499
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024373635&doi=10.1145%2f312624.312647&partnerID=40&md5=282efc817ed4459f81374288307c5688",,2-s2.0-85024373635
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031647592&doi=10.1109%2f83.650848&partnerID=40&md5=e10465966cc9eb3461d31fe25ed61697","Affine transformation; Intramodal voxel-based registration; Marquardt-Levenberg nonlinear least-squares optimization; Multiresolution; Spline",2-s2.0-0031647592
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749161371&doi=10.1109%2fTIP.2006.877507&partnerID=40&md5=ef281d251a0afbbd642608b3483b3546","Contourlet transform; Frames; Image denoising; Image enhancement; Multidimensional filter banks; Nonsubsampled filter banks",2-s2.0-33749161371
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962815548&doi=10.1145%2f2733373.2807412&partnerID=40&md5=4e8a64937c4d2974e80b6d39a3b002bf","Computer vision; Convolutional neural networks; Deep learning; Image understanding; Machine learning",2-s2.0-84962815548
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029179043&partnerID=40&md5=68b2d113ba682f37c77e87ef89007fbb",,2-s2.0-0029179043
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-74049158146&doi=10.1145%2f1646396.1646452&partnerID=40&md5=b551eb98565b524bc64c5130d7fc9089","Annotation; Flickr; Retrieval; Tag refinement; Training set construction; Web image",2-s2.0-74049158146
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80855141795&doi=10.1109%2fTVCG.2011.185&partnerID=40&md5=2df49b52e2e05c00b06bc4181af3d9c9","2D graphics.; Information visualization; toolkits; user interfaces",2-s2.0-80855141795
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242636409&doi=10.1109%2fTIP.2003.818640&partnerID=40&md5=a2c7cf7677cf98db2c34fa220d19129d","Bayesian estimation; Gaussian scale mixtures; Hidden Markov model; Natural images; Noise removal; Overcomplete representations; Statistical models; Steerable pyramid",2-s2.0-0242636409
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973442994&doi=10.1016%2fj.media.2016.05.004&partnerID=40&md5=91051269c3c6e210c566cbd3cd0559e2","Brain tumor segmentation; Cascaded convolutional neural networks; Convolutional neural networks; Deep neural networks",2-s2.0-84973442994
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099019865&partnerID=40&md5=8fdaffcc214b9b6fad7f9544a61e9d7f",,2-s2.0-85099019865
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4544374765&doi=10.1109%2fTIP.2004.834669&partnerID=40&md5=3d02d9e9373ee04aa379408f37c6edbb",,2-s2.0-4544374765
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035022941&doi=10.1016%2fS1093-3263%2800%2900138-8&partnerID=40&md5=ffbf14bf72bd5bd63447230c974c461a","Disordered protein; Function; Genomics; Molten globules; Phase changes; Proteomics; Random coils; Structure",2-s2.0-0035022941
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032153006&doi=10.1016%2fS1361-8415%2898%2980022-4&partnerID=40&md5=ee9e618f7fc49a34b28f599d5b3d9943","Deformable model; Elastic matching; Image sequence analysis; Inter-patient registration; Non-rigid matching",2-s2.0-0032153006
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034229499&doi=10.1109%2f83.847830&partnerID=40&md5=01dd862ccbf56e5a1919199e9a50b84f",,2-s2.0-0034229499
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649269028&doi=10.1109%2fTIP.2010.2069690&partnerID=40&md5=adc976a0ae2807f06838708922f3dc31","Forward and backward diffusion; image segmentation; level set method; narrowband; reinitialization",2-s2.0-78649269028
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049653881&doi=10.1145%2f97243.97281&partnerID=40&md5=f68e00f6edbe595c453c5eeb45353a12","Early evaluation; Practical methods; Usability engineering; Usability evaluation",2-s2.0-85049653881
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035474760&doi=10.1109%2f83.951537&partnerID=40&md5=1ea27e14d699d8cb2c62556ec87cc696","Covariance-based adaptation; Demosaicking; Geometric regularity; Image interpolation",2-s2.0-0035474760
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650977476&doi=10.1145%2f1873951.1874246&partnerID=40&md5=ccae5c7c9a36ae4af112609db4003f76","audio feature extraction; emotion; music; signal processing; speech; statistical functionals",2-s2.0-78650977476
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030729838&doi=10.1016%2fS1093-3263%2897%2900021-1&partnerID=40&md5=e6e39e1035bb568504b65f6a5422158e","Molecular graphics; Visualization",2-s2.0-0030729838
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952607168&doi=10.1109%2fTIP.2010.2044957&partnerID=40&md5=78525287d8613705cbb4ba76c9479c84","Local binary pattern (LBP); Rotation invariance; Texture classification",2-s2.0-77952607168
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991609087&doi=10.1109%2fTIP.2016.2598681&partnerID=40&md5=a41678e2ec62137fb2be642d87b249fd","BReLU; deep CNN; Dehaze; image restoration",2-s2.0-84991609087
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031103461&doi=10.1109%2f83.557356&partnerID=40&md5=fa988dfc349e5e3793b8423841759a40",,2-s2.0-0031103461
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878195968&partnerID=40&md5=969f63db4408560967e0202f166078c6",,2-s2.0-84878195968
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036543747&doi=10.1109%2fTIP.2002.999679&partnerID=40&md5=fca28ca6c3977e2669bb8d12c6991305","Eigenfaces; Enhanced Fisher linear discriminant model (EFM); Face recognition; Fisher linear discriminant (FLD); Gabor wavelets; Gabor-Fisher classifier (GFC)",2-s2.0-0036543747
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028259338&doi=10.1145%2f174462.156635&partnerID=40&md5=e0a9c2e075695381e37535c621c31165","computational graphics; Delaunay triangulations; geometric algorithms; point sets; polytopes; robust implementation; scientific computing; scientific visualization; simplicial complexes; simulated perturbation; three-dimensional space",2-s2.0-0028259338
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957497122&doi=10.1109%2fTIP.2010.2101613&partnerID=40&md5=d46eccb96c0f9ac98d50746a509891e7","Background subtraction; computer vision; image motion analysis; image segmentation; learning (artificial intelligence); pixel classification; real-time systems; surveillance; video signal processing; vision and scene understanding",2-s2.0-79957497122
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877632511&doi=10.1145%2f1186562.1015720&partnerID=40&md5=ba01d075234bc7bfd5ef22cf4d135411","Alpha matting; Foreground extraction; Graph cuts; Image editing; Interactive image segmentation",2-s2.0-84877632511
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036870577&doi=10.1109%2fTIP.2002.804276&partnerID=40&md5=25d72cb15abd6ad6d0cab5c3af821c9b","Anisotropic diffusion; Image enhancement; Speckle reduction; Ultrasound imaging",2-s2.0-0036870577
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749254973&doi=10.1145%2f1141911.1141964&partnerID=40&md5=ca283525c8f5022f2fafaaf470a4b16b","Image-based modeling; Image-based rendering; Photo browsing; Structure from motion",2-s2.0-33749254973
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028975378&doi=10.1006%2fgmip.1995.1022&partnerID=40&md5=9a7533c73fc4ba1ac4b45a70344a8093",,2-s2.0-0028975378
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52649131914&doi=10.1109%2fTIP.2008.2002304&partnerID=40&md5=41495241bb716f99bbfb73f1ad9ca6ec","Image segmentation; Intensity inhomogeneity; Level set method; Region-scalable fitting energy; Variational method",2-s2.0-52649131914
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990671447&doi=10.1002%2frsa.3240060204&partnerID=40&md5=40e3f246e1f7f7a48b46b7738ad25743",,2-s2.0-84990671447
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934218772&doi=10.1109%2f38.511&partnerID=40&md5=d043a59ead83ef06fe39c4f3d3d54817",,2-s2.0-84934218772
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013879626&doi=10.1007%2f978-1-4471-2099-5_1&partnerID=40&md5=2135ee3ea3bf78fa1ac6d679c5917a1e",,2-s2.0-85013879626
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027576716&doi=10.1109%2f83.217222&partnerID=40&md5=d6b6e5fd3c9dc449256ab1ce7d48a0a9",,2-s2.0-0027576716
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248995532&doi=10.1111%2fj.1467-8659.2007.01016.x&partnerID=40&md5=d9a07fd57c30ac18d12e991d6335b530","Geometry analysis; Large point-clouds; Localized RANSAC; Primitive shapes; Shape fitting",2-s2.0-34248995532
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030088712&doi=10.1016%2fS1361-8415%2801%2980004-9&partnerID=40&md5=5afcd4f158cdc7b0b5a2641782be3eca","Information theory; Multi-modality volume registration; Mutual information",2-s2.0-0030088712
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971386868&doi=10.1145%2f37401.37406&partnerID=40&md5=081b42ec1e76e91b5f03740abae65cf1","Actor; Aggregate motion; Behavioral animation; Bird; Constraints; Fish; Flight; Flock; Herd; Particle system; Path planning; School",2-s2.0-84971386868
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995874936&doi=10.1145%2f2816795.2818013&partnerID=40&md5=fbeac21b0708b07e1d1538ce1038ba31","Blendshapes; Body shape; Skinning; Soft-tissue",2-s2.0-84995874936
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030212172&doi=10.1109%2f83.506761&partnerID=40&md5=dc8075def67a45ab0b0d5354ada9a818",,2-s2.0-0030212172
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36749005582&doi=10.1109%2fTIP.2007.909319&partnerID=40&md5=98ff8d43c808297fc7267e1eff7461f3","Algorithm design and analysis; Convex analysis; Deconvolution; Image deconvolution; Image restoration; Non-smooth optimization; Optimization; Regularization; Total variation; Wavelets",2-s2.0-36749005582
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033875356&doi=10.1109%2f83.821744&partnerID=40&md5=36ab75074036ce15d64df8dfd53920c5","Block-matching algorithm; Diamond search; H.261; H.263; Motion estimation; MPEG; Video coding; Video compression",2-s2.0-0033875356
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65249121810&doi=10.1109%2fICVGIP.2008.47&partnerID=40&md5=ad2b99b8f68a82246319968d2f46be69",,2-s2.0-65249121810
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844339425&doi=10.1109%2fTIP.2004.838698&partnerID=40&md5=2b0f43cd3549a7d4ff4cd980655bdd84","Background modeling; Change detection; Change mask; Hypothesis testing; Illumination invariance; Mixture models; Predictive models; Shading model; Significance testing",2-s2.0-14844339425
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645783985&doi=10.1145%2f571647.571648&partnerID=40&md5=269ab0f4c96f23db485c88cd6dd058c0","Shape analysis; Shape representation",2-s2.0-33645783985
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030153642&doi=10.1016%2fS1361-8415%2896%2980007-7&partnerID=40&md5=5d648a19da79ed4328e80ba3d48bc1ee","Deformable models; Matching; Motion tracking; Segmentation; Shape modeling",2-s2.0-0030153642
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350593691&doi=10.1109%2fTIP.2009.2028250&partnerID=40&md5=e195022a79f9d3e5717b64117a2d3b05","Convex optimization; Fast gradient-based methods; Image deblurring; Image denoising; Total variation",2-s2.0-70350593691
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022761447&doi=10.1145%2f15886.15902&partnerID=40&md5=cb1d2b56e90ff3b8cbd8fe871c8f0f43",,2-s2.0-0022761447
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971455169&doi=10.1145%2f37401.37427&partnerID=40&md5=cd52f6c77d33c2ea57f080a5506d7533","Animation; Deformation; Dynamics; Elasticity; Modeling; Simulation",2-s2.0-84971455169
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957107416&doi=10.1109%2fTIP.2015.2446191&partnerID=40&md5=3d5c6433514670e342918cc227f1df6a","defog; Dehazing; depth restoration; image restoration",2-s2.0-84957107416
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4544353199&doi=10.1145%2f985692.985733&partnerID=40&md5=514027b2a6b05f9c0954c7b298c18d13","Distributed knowledge acquisition; Image labeling; Online games; World Wide Web",2-s2.0-4544353199
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644303413&doi=10.1145%2f882262.882269&partnerID=40&md5=5740195516a689b7f37f3b0ecf25e825","Guided interpolation; Image gradient; Interactive image editing; Poisson equation; Seamless cloning; Selection editing",2-s2.0-4644303413
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49249128594&doi=10.1145%2f1360612.1360671&partnerID=40&md5=21517220c7f30ecdeaada57c388dff1e","Computational photography; Image dehazing/defogging; Image enhancement; Image restoration; Markov random field image modeling",2-s2.0-49249128594
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39149089704&doi=10.1109%2fTIP.2007.911828&partnerID=40&md5=0b1c45d78ac608eba3be930bf95ef21f","Color processing; Demosaicing; Denoising; Image decomposition; Image processing; Image representations; Inpainting; Sparse representation",2-s2.0-39149089704
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030751884&doi=10.1145%2f3072959.3073659&partnerID=40&md5=e7063ec7b82edb09b7144f0edba9c04e","Convolutional neural network; Image completion",2-s2.0-85030751884
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032216489&doi=10.1016%2fS1093-3263%2899%2900002-9&partnerID=40&md5=740f2a6ec39e63cc470a6cd40988fe79",,2-s2.0-0032216489
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022095776&doi=10.1145%2f325165.325242&partnerID=40&md5=eeab3185a4474f37b781acda64f5297b",,2-s2.0-0022095776
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015718223&doi=10.1145%2f311535.311576&partnerID=40&md5=8187e7ce117ffa2dbc818a9e30498c02",,2-s2.0-85015718223
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82055163046&doi=10.1109%2fTIP.2011.2147325&partnerID=40&md5=fd836e9abbfd5a784a99c47f6d10b860","Blind quality assessment; Image quality; Natural scene statistics; No-reference",2-s2.0-82055163046
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958126664&doi=10.1145%2f1978942.1978963&partnerID=40&md5=39cf422c83d63e3f4a7c076aa7da1fb8","Analysis of variance; ANOVA; F-test; Factorial analysis; Nonparametric data; Statistics",2-s2.0-79958126664
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024287089&doi=10.1145%2f311535.311548&partnerID=40&md5=98e689dd115d585b78d7d8874780e137","Advected textures; Animation of fluids; Gaseous phenomena; Implicit elliptic PDE solvers; Interactive modeling; Navier-Stokes; Stable solvers",2-s2.0-85024287089
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649217556&doi=10.1145%2f1357054.1357127&partnerID=40&md5=8b5599733de67cfccc3159e57eacb61b","Mechanical Turk; Micro task; Remote user study; Wikipedia",2-s2.0-57649217556
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864127797&doi=10.1109%2fTIP.2012.2191563&partnerID=40&md5=70dd6cebda0efcb3fc7cfb68eaeba755","Discrete cosine transform (DCT); generalized Gaussian density; natural scene statistics; no-reference image quality assessment",2-s2.0-84864127797
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034245627&doi=10.1109%2f83.855427&partnerID=40&md5=4654ac4b2813ba23a819a5cc739dccca","Context modeling; Geometric distribution; Golomb codes; Lossless image compression; Near-lossless compression; Standards",2-s2.0-0034245627
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947588048&doi=10.1111%2fj.1467-8659.2007.01012.x&partnerID=40&md5=8b41e1ad4af0990d719b1ed666b682fa","Data-parallel computing; General-purpose computing on graphics hardware; GPGPU; GPU; Graphics hardware; High-performance computing; HPC; Parallel computing; SIMD; Stream computing; Stream processing",2-s2.0-33947588048
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025414182&doi=10.1109%2f43.45867&partnerID=40&md5=302bbd4d23c15a0246aeb5da4ba3270a",,2-s2.0-0025414182
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247171748&doi=10.1016%2fj.compmedimag.2007.02.002&partnerID=40&md5=8e36400028dc0a7a6f93c7e28932dc83",,2-s2.0-34247171748
