Link,Author Keywords,EID
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548108555&doi=10.1109%2fTEVC.2007.892759&partnerID=40&md5=5b59a605c384316776e06c8b75175d7f","Computational complexity; Decomposition; Evolutionary algorithm; Multiobjective optimization; Pareto optimality",2-s2.0-34548108555
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022769976&doi=10.1109%2fTC.1986.1676819&partnerID=40&md5=dd253de56967b4eb1b474ca4cc449887","binary decision diagrams; Boolean functions; logic design verification; symbolic manipulation",2-s2.0-0022769976
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047016172&partnerID=40&md5=7fde6f9714ef8880afa04f3ed13c7234",,2-s2.0-85047016172
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0006407254&doi=10.1023%2fA%3a1008929526011&partnerID=40&md5=f00873b4142c4960df8516b1f7dcfeb8","BUGS; Directed acyclic graphs; Markov chain Monte Carlo; Object-orientation; Run-time linking; Type extension; WinBUGS",2-s2.0-0006407254
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926358845&partnerID=40&md5=aee25e7557c51d87ca49204c286b2813",,2-s2.0-84926358845
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901305512&doi=10.1371%2fjournal.pcbi.1003537&partnerID=40&md5=5515082bdf0d92199f98e1acae7385fb",,2-s2.0-84901305512
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037186544&doi=10.1016%2fS0167-9473%2801%2900065-2&partnerID=40&md5=dea308fd380ed6cff72551a2118552aa",,2-s2.0-0037186544
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952003251&doi=10.1109%2fTEVC.2010.2059031&partnerID=40&md5=58a00041a0307c708aef1990fc5b9b47","Derivative-free optimization; differential evolution (DE); direct search; evolutionary algorithms (EAs); genetic algorithms (GAs); metaheuristics; particle swarm optimization (PSO)",2-s2.0-79952003251
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034053725&doi=10.1089%2f10665270050081478&partnerID=40&md5=e34ad8716004e9b176ff887d31c5762a","Dynamic programming; Greedy algorithms; Sequence alignment",2-s2.0-0034053725
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-10144243373&doi=10.1016%2fj.csda.2004.03.005&partnerID=40&md5=8dafcc176c9e2c2d8c1fc5ee266c0bf0","Multiple table analysis; Partial least squares; PLS approach; Structural equation modeling",2-s2.0-10144243373
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001460136&doi=10.1023%2fA%3a1008935410038&partnerID=40&md5=b2ec2d2913be4695bd80beb07fb563fa","Bayesian filtering; Importance sampling; Nonlinear non-Gaussian state space models; Particle filtering; Rao-Blackwellised estimates; Sequential Monte Carlo methods",2-s2.0-0001460136
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022983754&doi=10.1007%2fBF01061452&partnerID=40&md5=055cb8b68c6ef217ea0782addd65ec77","computational fluid dynamics; inertial range; large-eddy simulation; Renormalization group; Reynolds number; turbulence theory; turbulence transport",2-s2.0-0022983754
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-71049116435&doi=10.1007%2fs10208-009-9045-5&partnerID=40&md5=ba32a06b9c9eb025f8e26bbeec18ac02","Compressed sensing; Convex optimization; Decoupling; Duality in optimization; Low-rank matrices; Matrix completion; Noncommutative Khintchine inequality; Nuclear norm minimization; Random matrices",2-s2.0-71049116435
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142756516&doi=10.1109%2fTEVC.2004.826067&partnerID=40&md5=ea1b60997049e509c3f131baac4e8404",,2-s2.0-3142756516
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905581607&doi=10.1109%2fTEVC.2013.2281535&partnerID=40&md5=1cba0c6c5a0edc476f23df0438b79190","evolutionary computation; large dimension; Many-objective optimization; multi-criterion optimization; non-dominated sorting; NSGA-III",2-s2.0-84905581607
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055082271&doi=10.1371%2fjournal.pcbi.1002195&partnerID=40&md5=ff7224fdb15086e712bce6b52803b70e",,2-s2.0-80055082271
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033075287&doi=10.1016%2fs0898-1221%2899%2900056-5&partnerID=40&md5=cd32c22cb58a8dbd94c2f6f52bec457d","Internal regularization; Soft equilibrium; Soft function; Soft game; Soft integral; Soft set",2-s2.0-0033075287
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032685734&doi=10.1109%2f4235.771163&partnerID=40&md5=d98b8e4dd716249bf33ffe8fcb2c297a",,2-s2.0-0032685734
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902748454&doi=10.1109%2fT-C.1974.223784&partnerID=40&md5=60c11f207a92413a9e453fa0e8ac31cd","Discrete cosine transform; discrete Fourier transform; feature selection; Haar transform; Karhunen-Loève transform; rate distortion; Walsh-Hadamard transform; Wiener vector and scalar filtering",2-s2.0-84902748454
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744730797&doi=10.1109%2fTEVC.2005.857610&partnerID=40&md5=60ec3ae00468878d632b1577479c0286","Composition benchmark functions; Comprehensive learning particle swarm optimizer (CLPSO); Global numerical optimization; Particle swarm optimizer (PSO)",2-s2.0-33744730797
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57249115093&doi=10.1109%2fTEVC.2008.919004&partnerID=40&md5=328c25f9aac13be4d7a21051e179c3e0","Biogeography; Evolutionary algorithms; Kalman filter; Optimization; Sensor selection",2-s2.0-57249115093
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021703436&doi=10.1371%2fjournal.pcbi.1005595&partnerID=40&md5=d60886734371a9cba2b1baf16becc6b2",,2-s2.0-85021703436
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037936618&doi=10.1109%2fTEVC.2003.810758&partnerID=40&md5=16bb83388676a0ce9d36a3e3455cc5e1","Evolutionary algorithms; Multiobjective optimization; Performance assessment; Quality indicator",2-s2.0-0037936618
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-59649083826&doi=10.1109%2fTEVC.2008.927706&partnerID=40&md5=b6cf0db378f8fff0aa1a818a19688a98","Differential evolution (DE); Global numerical optimization; Parameter adaptation; Self-adaptation; Strategy adaptation",2-s2.0-59649083826
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002338687&doi=10.1007%2fBF00175354&partnerID=40&md5=7aafb3bf608d3419f831a9c08bacc0de","Genetic algorithms; parallel algorithms; search",2-s2.0-0002338687
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033666935&doi=10.1109%2fCEC.2000.870279&partnerID=40&md5=5956a259f640e34c8058faa0789b7149",,2-s2.0-0033666935
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887006810&doi=10.1109%2fT-C.1969.222678&partnerID=40&md5=9139db30796eb6461ed1c53ede6da845","Clustering; dimensionality reduction; mappings; multidimensional scaling; multivariate data of analysis; nonparametric; pattern recognition; statistics",2-s2.0-84887006810
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847199831&doi=10.1109%2fTEVC.2006.872133&partnerID=40&md5=6a152a4ba33c6b889a5bd596aff42522","Adaptive parameter control; Differential evolution (DE); Evolutionary optimization",2-s2.0-33847199831
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142768423&doi=10.1109%2fTEVC.2004.826071&partnerID=40&md5=f9e1c719b02b545bf7c9075a8627f3da",,2-s2.0-3142768423
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82055164092&doi=10.1186%2f1748-7188-6-26&partnerID=40&md5=3dc6af2dc543d8dbb7c1440222cd5931",,2-s2.0-82055164092
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349860273&doi=10.1109%2fTEVC.2009.2014613&partnerID=40&md5=7b61ae583e2c12ed7f8730d0be4505dd","Adaptive parameter control; Differential evolution; Evolutionary optimization; External archive",2-s2.0-70349860273
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036504666&doi=10.1109%2f71.993206&partnerID=40&md5=199ab87fcaf992c9ac457bbcd1fe9b5f","DAG scheduling; Heterogeneous systems; List scheduling; Mapping; Task graphs",2-s2.0-0036504666
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019180974&doi=10.1109%2fTC.1980.1675516&partnerID=40&md5=b8f27832fc6ff5d5d6f4b7453240e9bb","Artificial Intelligence (Al); connection; cooperation; distributed problem solving; focus; high-level protocols; negotiation; resource allocation; task-sharing",2-s2.0-0019180974
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033707946&doi=10.1089%2f106652700750050961&partnerID=40&md5=f26385215e233bf9679f47982ea8c7e9","Bayesian methods; Gene expression; Microarrays",2-s2.0-0033707946
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105185174&partnerID=40&md5=29b4d3929d35325ea4a9a495e5effd39",,2-s2.0-85105185174
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032136132&doi=10.1007%2fs004660050346&partnerID=40&md5=daf0ef250c1757cd3786b744d66cef81",,2-s2.0-0032136132
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144436747&doi=10.1371%2fjournal.pcbi.0010042&partnerID=40&md5=8bd6352cc394991c3a1090d06cc3691e",,2-s2.0-31144436747
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041899497&partnerID=40&md5=f36544031039bcec6cfe50272becd8f5",,2-s2.0-85041899497
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036613006&doi=10.1109%2fTEVC.2002.1011539&partnerID=40&md5=b7f74e98e515abb8d6fcb3eb2af03ca7","Clonal selection principle; Evolutionary algorithms; Optimization; Pattern recognition",2-s2.0-0036613006
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036207347&doi=10.1089%2f10665270252833208&partnerID=40&md5=38c6faeec456f82769845ebd52ef9c0c","Computational biology; Genetic regulatory networks; Mathematical modeling; Simulation",2-s2.0-0036207347
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026299835&doi=10.1007%2fs11222-016-9696-4&partnerID=40&md5=d4d48dc9b435386f7e4be2c5cb580f4b","Bayesian computation; K-fold cross-validation; Leave-one-out cross-validation (LOO); Pareto smoothed importance sampling (PSIS); Stan; Widely applicable information criterion (WAIC)",2-s2.0-85026299835
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883368195&doi=10.1371%2fjournal.pcbi.1003118&partnerID=40&md5=0adc105fb81bdf2e0d202a979afb31ac",,2-s2.0-84883368195
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-42249086989&doi=10.1109%2fTEVC.2007.896686&partnerID=40&md5=1965e24aed65175f9acc4830688a23c7","Classical optimization; Particle swarm optimization (PSO); Power systems applications; Swarm intelligence",2-s2.0-42249086989
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349108023&doi=10.1109%2fTEVC.2008.925798&partnerID=40&md5=13559bf89e121c518aa6b21723f19a3a","Aggregation; Decomposition; Differential evolution; Evolutionary algorithms; Multiobjective optimization; Pareto optimality; Test problems",2-s2.0-67349108023
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919346176&doi=10.1109%2fTEC.1959.5222693&partnerID=40&md5=d5134e282c81ad293d286442ed185de0",,2-s2.0-84919346176
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142697802&doi=10.1109%2fTEVC.2004.826069&partnerID=40&md5=2df2f5e63000f57e9ee43cb755adc1ce",,2-s2.0-3142697802
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027035536&doi=10.1007%2fBF00364252&partnerID=40&md5=8e9c8b711a09aadb3a92ea4ad9e30ffa",,2-s2.0-0027035536
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847283332&doi=10.1371%2fjournal.pcbi.0030017&partnerID=40&md5=a25581afc4f79531b1ae5940bf1289fd",,2-s2.0-33847283332
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037301143&doi=10.1016%2fS0898-1221%2803%2900016-6&partnerID=40&md5=89a10a469d29f0bec189d3d3db247ec0","Absolute soft set; Approximate value set; Approximation; NOT set; Null soft set; Predicate of a soft set; Soft complement function; Soft set; Soft subset; Soft super set",2-s2.0-0037301143
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025210711&doi=10.1016%2f0898-1221%2890%2990271-K&partnerID=40&md5=5867b829be025e48e7902bb9e7895038",,2-s2.0-0025210711
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025229330&doi=10.1016%2f0898-1221%2890%2990270-T&partnerID=40&md5=fc91791967c91c22a1a721b17788208a",,2-s2.0-0025229330
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002211517&doi=10.1016%2f0898-1221%2876%2990003-1&partnerID=40&md5=df840062c32a6f534c3aa1867c1f1758",,2-s2.0-0002211517
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901363655&doi=10.1371%2fjournal.pcbi.1003531&partnerID=40&md5=1c67b5681baf22c6a266e06e13be0ca3",,2-s2.0-84901363655
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046994169&doi=10.5555%2f3305381.3305510&partnerID=40&md5=2e18c0d25d2aa873410df2e744765f03",,2-s2.0-85046994169
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-20544476549&doi=10.1007%2fBF01061285&partnerID=40&md5=4681068cb080cb6ee3a57e47106c7af4","Computational aerodynamics; inverse problem; optimization; transonic flow; wing design",2-s2.0-20544476549
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017703889&doi=10.1109%2fTC.1977.1674779&partnerID=40&md5=f5d295f19e8a5103d21478bc89d3950c","Adaptive control; Fuzzy control; Fuzzy logic; Fuzzy reasoning; Linguistic synthesis; Process control; Protocol analysis; Rule based decision making",2-s2.0-0017703889
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065051451&doi=10.1371%2fjournal.pcbi.1006650&partnerID=40&md5=f0893e29c605d259e243757ee60124c6",,2-s2.0-85065051451
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142781923&doi=10.1109%2fTEVC.2004.826074&partnerID=40&md5=626e6990b3001885918b8c92c743e02e",,2-s2.0-3142781923
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018518477&doi=10.1109%2fTC.1979.1675439&partnerID=40&md5=9cffe02fd4fc3aef4504391b849fc4a2",,2-s2.0-0018518477
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015315797&doi=10.1109%2fTC.1972.5008949&partnerID=40&md5=b10595c3995bb8c19ce4fbecf89ae641","Boundary functions; curvature functions; features; form-invariant; Fourier descriptors; image processing; intrinsic functions; pattern analysis; pattern recognition; pattern symmetry; pattern synthesis; planar curves; shape description",2-s2.0-0015315797
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032626111&doi=10.1109%2f4235.771166&partnerID=40&md5=d1754d78c5eb8e204f2b29e44921038b",,2-s2.0-0032626111
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49049122961&doi=10.1016%2f0898-1221%2883%2990013-5&partnerID=40&md5=9168dd206e46b2cc4fc7693c708d099e",,2-s2.0-49049122961
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000076512&partnerID=40&md5=df96bdc9e32a788a36e1eea7155b362c","Convection-diffusion equations; Discontinuous Galerkin methods; Non-linear conservation laws",2-s2.0-0000076512
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001878986&doi=10.1023%2fA%3a1018513530268&partnerID=40&md5=8b18e8c35c2468f4b91585755b7a72f3","Canonical correspondence analysis; Coinertia analysis; Correspondence analysis; Graphics; Instrumental variables; Interactive graphics; Macintosh; Multivariate analysis; Multivariate graphics; Partial least squares regression; Principal component analysis",2-s2.0-0001878986
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020706698&doi=10.1109%2fTC.1983.1676196&partnerID=40&md5=00de98a073117645beecf29aa61777b9","Computational geometry; obstacle avoidance; robotics",2-s2.0-0020706698
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023346637&doi=10.1109%2fTC.1987.1676939&partnerID=40&md5=67787823f9b8d6f17421da29998f0cac",,2-s2.0-0023346637
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036524587&doi=10.1371%2fjournal.pcbi.1005752&partnerID=40&md5=b632e13b58494cf2815b9caaafdc83e4",,2-s2.0-85036524587
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030787520&doi=10.1089%2fcmb.1997.4.311&partnerID=40&md5=375955fc12c3981f94071946524d2fad",,2-s2.0-0030787520
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-40249084706&doi=10.1109%2fTEVC.2007.894200&partnerID=40&md5=316edfb70d75fa23063dab7e6bd31597","Differential evolution (DE); Evolutionary algorithms; Opposite numbers; Opposition-based learning; Optimiztion",2-s2.0-40249084706
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034266683&doi=10.1109%2f4235.873238&partnerID=40&md5=e2cdb1e8dcfb0e742875d0091bee541e",,2-s2.0-0034266683
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918441630&doi=10.1109%2fPGEC.1965.264137&partnerID=40&md5=4dbb55df7cfe3ab946db3202de87e506",,2-s2.0-84918441630
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749860403&doi=10.1109%2fTEVC.2005.861417&partnerID=40&md5=d36d39d07d59d614e53a73dd291fc0f5","Evolutionary algorithms (EAs); Multiobjective evolutionary algorithms; Multiobjective optimization; Multiobjective test problems",2-s2.0-33749860403
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014976008&doi=10.1109%2fT-C.1971.223083&partnerID=40&md5=1e33e8496998f17dddc3c08a671c6407","Clustering; data structure analysis; evaluation; feature space; gestalt psychology; graph theory; minimal spanning trees; nearest neighbor methods; numerical taxonomy; pattern recognition",2-s2.0-0014976008
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036566408&doi=10.1109%2fTC.2002.1004593&partnerID=40&md5=b8572a4dad4ce31638edadc481a9f345","Cryptography; Data encryption standard (DES); Implementation attack; Power analysis attack; Security; Smart card",2-s2.0-0036566408
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025488794&doi=10.1109%2f12.57058&partnerID=40&md5=2bd374a5b97172776cd2b203fb142b86","Priority inheritance; priority inversion; realtime systems; scheduling; synchronization",2-s2.0-0025488794
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442441507&doi=10.1089%2f1066527041410418&partnerID=40&md5=1f51ff2012fa9eede8dc9a6d8d7851dd","Markov models; Maximal dependence decomposition; Maximum entropy; Molecular sequence analysis; Nonneighboring dependencies; Sequence motif; Splice sites",2-s2.0-2442441507
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027558293&doi=10.1109%2f12.210173&partnerID=40&md5=2c1a7b2a751c5276c5b840cef849b668",,2-s2.0-0027558293
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036945847&doi=10.1109%2fTEVC.2002.804320&partnerID=40&md5=1028761efa8952181de8de30d0b0821a","Evolutionary algorithm; Knapsack problem; Probabilistic representation; Quantum computing",2-s2.0-0036945847
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856446756&doi=10.1145%2f2090236.2090255&partnerID=40&md5=3dcbd1113e3dca15a06794233638dcf2",,2-s2.0-84856446756
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063079570&doi=10.18653%2fv1%2fp18-1031&partnerID=40&md5=f1e233b5bc6a8724f0f33cb16b704f74",,2-s2.0-85063079570
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036772771&doi=10.1016%2fS0898-1221%2802%2900216-X&partnerID=40&md5=e371668a7a7f6c7af6e9fae0a11d9115","Choice value; Fuzzy set; Reduct-soft-set; Rough set; Soft set; Weighted choice value",2-s2.0-0036772771
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046992994&partnerID=40&md5=f9f4c875b8ed779cd0f23982bb5f6e1b",,2-s2.0-85046992994
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001538613&doi=10.1007%2fBF01692511&partnerID=40&md5=586b69933f2efc7a191728e83f4de76c",,2-s2.0-0001538613
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21044438483&doi=10.1109%2fTEVC.2005.846356&partnerID=40&md5=89e806d13ea0a79001881627939d3692","Approximation models; Dynamic environments; Noise; Robustness; Uncertainty",2-s2.0-21044438483
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909719934&doi=10.1109%2fTEC.1961.5219197&partnerID=40&md5=91b7f379b2235c5427ff0b6d18302d16",,2-s2.0-84909719934
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045254838&partnerID=40&md5=2752da1248c5ee0e4ce7c3d3d0b7c0f3",,2-s2.0-85045254838
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951272941&doi=10.3115%2fv1%2fd14-1082&partnerID=40&md5=bcc4bdfb6fa423125ab93d89d1dbb478",,2-s2.0-84951272941
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929486000&doi=10.1371%2fjournal.pcbi.1004219&partnerID=40&md5=08a071e2c7a128805962b0e865ba7ce3",,2-s2.0-84929486000
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865733148&doi=10.1371%2fjournal.pcbi.1002687&partnerID=40&md5=8c1e338b4b3450a1e4d5c6c40f5abbdb",,2-s2.0-84865733148
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844367057&doi=10.1016%2fj.jalgor.2003.12.001&partnerID=40&md5=cb3fb20321b2a4a1635f4c25d860705d",,2-s2.0-14844367057
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952003746&doi=10.1109%2fTEVC.2010.2087271&partnerID=40&md5=e00aab777ba58f476a0d25816a77fe4c","Control parameters; differential evolution; global numerical optimization; trial vector generation strategy",2-s2.0-79952003746
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016102310&doi=10.1109%2fT-C.1974.224051&partnerID=40&md5=314b7acd5e0dcfb5d286955ad4c5df96","Clustering; dimensionality reduction; mappings; multidimensional scaling; multivariate data analysis; nonparametric pattern recognition; statistics",2-s2.0-0016102310
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349675664&doi=10.1371%2fjournal.pcbi.1000520&partnerID=40&md5=1114b52acfefabd157d001011f487f7d",,2-s2.0-70349675664
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017983865&doi=10.1109%2fTC.1978.1675141&partnerID=40&md5=d7ccd48993673614f2818216747ad3b8",,2-s2.0-0017983865
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76449092011&doi=10.1016%2fj.camwa.2009.08.019&partnerID=40&md5=17dffadbbd5bd23ce3fd9d69b3d53c65","Fractional comparison principle; Fractional Lyapunov direct method; Fractional-order dynamic system; Generalized Mittag-Leffler stability; Nonautonomous system",2-s2.0-76449092011
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-66249145772&doi=10.1371%2fjournal.pcbi.1000352&partnerID=40&md5=6f5f0ca56667b844a4a411228ce6267e",,2-s2.0-66249145772
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000029675&doi=10.1007%2fBF00977785&partnerID=40&md5=cbbee938129853b20dde9ae1674417bf","analysis of algorithms; computational geometry; Delaunay triangulation; divide-and-conquer; triangulation; Voronoi tessellation",2-s2.0-0000029675
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937739956&doi=10.1109%2fPGEC.1964.263830&partnerID=40&md5=005b28b5799b944f95b9bff7f131da1b",,2-s2.0-84937739956
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000673493&doi=10.1016%2f0196-6774%2886%2990023-4&partnerID=40&md5=1ea06045ec69c39f19fb8cd3f2863f5d",,2-s2.0-0000673493
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026366218&doi=10.1109%2f12.106218&partnerID=40&md5=4ff213810e686c3edb4ae9ce871cc2b6","Connectionist; defuzzifier; distributed representation; fuzzifier; fuzzy logic rule; membership function; receptive field; supervised and unsupervised learning",2-s2.0-0026366218
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031122888&doi=10.1109%2f4235.585888&partnerID=40&md5=59a7b3afcd4cdcd865295bc6e3b869f8","Classifier systems; Evolution strategies; Evolutionary computation; Evolutionary programming; Genetic algorithms; Genetic programming",2-s2.0-0031122888
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67049119331&doi=10.1371%2fjournal.pcbi.1000381&partnerID=40&md5=89a8cc2373049bdfc0b52b2e4507cf99",,2-s2.0-67049119331
