Link,Author Keywords,EID
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942757053&doi=10.1016%2f0021-9991%2881%2990128-5&partnerID=40&md5=c4d8a712b1cb0c03c7349b59b4e4e10d",,2-s2.0-2942757053
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032022195&doi=10.1023%2fA%3a1008889222784&partnerID=40&md5=e2391157f04c62e514c8dd56b2ec7b03","Array; Capacity; Diversity; Information theory; Matrix channel",2-s2.0-0032022195
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242652022&doi=10.2307%2f25148625&partnerID=40&md5=fb1dde6271e2c2d4d646405dcddea0d1","Business environment; Creativity; Design artifact; Design science; Experimental methods; Information systems research methodologies; Search strategies; Technology infrastructure",2-s2.0-0242652022
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28044459877&doi=10.1006%2fjcph.1994.1159&partnerID=40&md5=b74edadedfa4614eac41465db78c2f7a",,2-s2.0-28044459877
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859061927&doi=10.1002%2fwcms.81&partnerID=40&md5=02e5bace907b92a2376aa1e4175321fa",,2-s2.0-84859061927
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76349109280&doi=10.1088%2f0965-0393%2f18%2f1%2f015012&partnerID=40&md5=fba716bfa5cbca285dfe7363b29c89af",,2-s2.0-76349109280
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-45949123735&doi=10.1016%2f0169-7439%2887%2980084-9&partnerID=40&md5=6e78d4a757c9839c06c0769b64e7921c",,2-s2.0-45949123735
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029307534&doi=10.1109%2f18.382009&partnerID=40&md5=0304341c1dfac3856f5504da8da9895a","adaptive estimation; Empirical wavelet transform; minimax estimation; optimal recovery",2-s2.0-0029307534
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-64649083745&doi=10.1109%2fTIT.2007.909108&partnerID=40&md5=f83c56b73ec6467e4e051d4fc9a8c7b5","Algorithms; Approximation; Basis pursuit; Compressed sensing; Group testing; Orthogonal matching pursuit; Signal recovery; Sparse approximation",2-s2.0-64649083745
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28144462923&doi=10.1016%2f0021-9991%2892%2990240-Y&partnerID=40&md5=cd22da3cffc849ec09516623585fc993",,2-s2.0-28144462923
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086180249&partnerID=40&md5=de472b43f496c76073ce3493990482e3",,2-s2.0-85086180249
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083953689&partnerID=40&md5=3c32cc81a2a26902f116a3b9280f1aaf",,2-s2.0-85083953689
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037368865&doi=10.1080%2f07421222.2003.11045748&partnerID=40&md5=3c08f96c96a1b5d5be9cb589ea4ac464","Evaluation of information systems; Impact of information technology; Information quality; Information systems success; Service quality; Systems quality; Use of information systems; User satisfaction",2-s2.0-0037368865
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035965476&doi=10.1016%2fS0169-7439%2801%2900155-1&partnerID=40&md5=4239f25bc186514a80249289c223c3e5","Latent variables; Multivariate analysis; PLS; PLSR; Two-block predictive PLS",2-s2.0-0035965476
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034229404&doi=10.1109%2f18.850663&partnerID=40&md5=92607d583169b35ae6511e27fc34164c",,2-s2.0-0034229404
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038548185&doi=10.1109%2fTAC.2003.812781&partnerID=40&md5=5fcdaf33c4923d4e445014caea6197ac","Cooperative control; Graph theory; Infinite products; Multiagent systems; Switched systems",2-s2.0-0038548185
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747142749&doi=10.1109%2f18.825799&partnerID=40&md5=d2e5ae26759bfd67a5a8e0807c4ad802","Ad hoc networks; Capacity; Multihop radio networks; Throughput; Wireless networks",2-s2.0-33747142749
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066261104&doi=10.1016%2fj.jbi.2019.103208&partnerID=40&md5=134b5fe50d6af178570b3a77a4b69d13","Clinical research; Electronic data capture; Medical informatics; Translational research",2-s2.0-85066261104
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937655864&doi=10.1109%2fTIT.1962.1057692&partnerID=40&md5=4f2165e35467fd1cbd6748438ad1d99b",,2-s2.0-84937655864
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-9744248703&doi=10.2307%2f3250961&partnerID=40&md5=ec1d3a291d7329ac1ccc48c58fb28952",,2-s2.0-9744248703
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952709519&doi=10.1186%2f1471-2105-12-77&partnerID=40&md5=6ebc6da628ea23e2dadd2e11a58fbfca",,2-s2.0-79952709519
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953711904&doi=10.1007%2fs11192-009-0146-3&partnerID=40&md5=77f9212dfdeda81adc0aafa9766aa55b","Bibliometric mapping; Journal co-citation analysis; Science mapping; Visualization; VOS; VOSviewer",2-s2.0-77953711904
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052078099&doi=10.1142%2fS1793536909000047&partnerID=40&md5=092ca7dfcd2a4ea1697bc3041f3b47fe","Empirical Mode Decomposition (EMD); end effect reduction; ensemble empirical mode decompositions; Intrinsic Mode Function (IMF); noise-assisted data analysis (NADA); shifting stoppage criteria",2-s2.0-80052078099
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859868870&doi=10.2307%2f41410412&partnerID=40&md5=2d0932d418d3fd091281e65d86e76e3a","Consumer; Habit; Hedonic motivation; Mobile Internet; Price value; Technology adoption; Unified theory of acceptance and use of technology (UTAUT UTAUT2)",2-s2.0-84859868870
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083952489&partnerID=40&md5=3d871b7aba84e04275e4a97ba3b95934",,2-s2.0-85083952489
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-45549117987&doi=10.1016%2f0306-4573%2888%2990021-0&partnerID=40&md5=b98e90ae32946ed28db292130b117ba6",,2-s2.0-45549117987
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-13244255415&doi=10.1186%2f1471-2105-5-113&partnerID=40&md5=a7685d95271910a1473edc02e7586280",,2-s2.0-13244255415
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962269370&doi=10.1038%2fsdata.2016.18&partnerID=40&md5=6920fa200b574b56218b676322edeb28",,2-s2.0-84962269370
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032023863&doi=10.1109%2f18.661517&partnerID=40&md5=bab54f58385046b486c29c91fd1345b5","Array processing; Diversity; Multiple transmit antennas; Space-time codes; Wireless communications",2-s2.0-0032023863
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970002232&partnerID=40&md5=bc0cd24211267b34ae29b5202424fb2e",,2-s2.0-84970002232
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032656952&doi=10.1109%2f18.771146&partnerID=40&md5=7c8c00d7112c81af9e1b8ab0af9c274f",,2-s2.0-0032656952
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35148821762&doi=10.1007%2fs10898-007-9149-x&partnerID=40&md5=bf4938201ea7d86ec0a82d1e1b5112ad","Artificial bee colony; Genetic algorithm; Numerical function optimization; Particle swarm inspired evolutionary algorithm; Particle swarm optimization; Swarm intelligence",2-s2.0-35148821762
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442433925&doi=10.1016%2f0021-9991%2879%2990145-1&partnerID=40&md5=12bbbf6a7e0eddde93ade00e9a766c5e",,2-s2.0-2442433925
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-20344399896&doi=10.1109%2fTAC.2005.846556&partnerID=40&md5=5ac2d50e5d73e4d3d54c9ace94d2cb4e","Cooperative control; Graph theory; Information consensus; Multiagent systems; Switched systems",2-s2.0-20344399896
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024105011&doi=10.1016%2f0045-7825%2888%2990086-2&partnerID=40&md5=8b6e0e7d0fa298220b46d09e6d4ef11f",,2-s2.0-0024105011
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-29144439194&doi=10.1109%2fTIT.2005.858979&partnerID=40&md5=f8b9459a94f42f3fb3c69bbf144b69e2","ℓ1 minimization; Basis pursuit; Decoding of (random) linear codes; Duality in optimization; Gaussian random matrices; Linear codes; Linear programming; Principal angles; Restricted orthonormality; Singular values of random matrices; Sparse solutions to underdetermined systems",2-s2.0-29144439194
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947416035&doi=10.1109%2fTIT.2006.885507&partnerID=40&md5=8ff2d0a62bf72564a9bd23ca58f11a14","Concentration of measure; Convex optimization; Duality in optimization; Linear programming; Random matrices; Random projections; Signal recovery; Singular values of random matrices; Sparsity; Trigonometric expansions; Uncertainty principle",2-s2.0-33947416035
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938930908&doi=10.1021%2facs.jctc.5b00255&partnerID=40&md5=392d4f320f2c2a569573fa0b6218b822",,2-s2.0-84938930908
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952299957&doi=10.1186%2f1471-2105-11-119&partnerID=40&md5=f4035b55d34a6a013b096cad4c852f05",,2-s2.0-77952299957
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000561424&doi=10.1023%2fA%3a1008306431147&partnerID=40&md5=359bd1ff3782be7bf102567e101479c4","Bayesian global optimization; Kriging; Random function; Response surface; Stochastic process; Visualization",2-s2.0-0000561424
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-9144220381&doi=10.1016%2f0021-9991%2892%2990324-R&partnerID=40&md5=cf3027a58b34764ce7cd1227f0431960",,2-s2.0-9144220381
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083491761&partnerID=40&md5=b20e333fa3c619b9f3fe4d3b4d33bf4e",,2-s2.0-85083491761
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925405668&doi=10.1109%2fTIT.1962.1057683&partnerID=40&md5=c24f907b7106c060f9bf030101f244d1",,2-s2.0-84925405668
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025482241&doi=10.1109%2f18.57199&partnerID=40&md5=a6ca19a447dae9f775ccbf48cc3c164b",,2-s2.0-0025482241
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016037512&doi=10.1109%2fTIT.1974.1055186&partnerID=40&md5=2ac8716e1099076df4f3263c11987a25",,2-s2.0-0016037512
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023397578&doi=10.1109%2fJRA.1987.1087109&partnerID=40&md5=ae5f68cf8a520ca547d89fad63a7d171",,2-s2.0-0023397578
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117622017&partnerID=40&md5=206451188c6b87acf1b89d06ec52602a",,2-s2.0-85117622017
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344096683&doi=10.2307%2f30036519&partnerID=40&md5=d4cba689d055b3695bb37df8866bc098","Cognition-based trust; E-commerce; Familiarity; Net-enhanced B2C systems; TAM; Trust; Trust building processes",2-s2.0-0344096683
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030161771&doi=10.1006%2fjcph.1996.0130&partnerID=40&md5=6fe92dab416f6bebb24d10464717ee53",,2-s2.0-0030161771
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000998647&doi=10.2307%2f3250921&partnerID=40&md5=bcd1ddf8c0b536aaddf30bdc30748fcd","Acceptance; Confirmation; Continuance; Expectation-confirmation theory; IS use; Technology acceptance model; User satisfaction",2-s2.0-0000998647
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78449301600&doi=10.1109%2fTWC.2010.092810.091092&partnerID=40&md5=d276adf25170930b0cd71a6794c8567f","active antenna arrays; Multiuser MIMO; noncooperative cellular wireless; pilot contamination",2-s2.0-78449301600
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930213392&doi=10.1186%2fs13742-015-0047-8&partnerID=40&md5=8e4ef591d728eb8a28ca853436853030","Computational statistics; GWAS; High-density SNP genotyping; Population genetics; Whole-genome sequencing",2-s2.0-84930213392
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034745001&doi=10.1109%2f42.906424&partnerID=40&md5=e6fc956f942377e8293ec1e063abf4a8","Bias field correction; Expectation-maximization; Hidden Markov random field; MRI; Segmentation",2-s2.0-0034745001
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035246564&doi=10.1109%2f18.910572&partnerID=40&md5=74ecc9cebe20f470aa95083f6402e555","Belief propagation; Factor graphs; Fast Fourier transform; Forward/backward algorithm; Graphical models; Iterative decoding; Kalman filtering; Marginalization; Sum-product algorithm; Tanner graphs; Viterbi algorithm",2-s2.0-0035246564
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859007933&doi=10.1109%2fTSMCB.2011.2168604&partnerID=40&md5=f63897a64b4a58cfe4a2aa3768508662","Extreme learning machine (ELM); feature mapping; kernel; least square support vector machine (LS-SVM); proximal support vector machine (PSVM); regularization network",2-s2.0-84859007933
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872202078&doi=10.1186%2f1471-2105-14-7&partnerID=40&md5=980f2495b08045ee8de9e89a990af737",,2-s2.0-84872202078
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874800178&doi=10.1109%2fTIT.1985.1057074&partnerID=40&md5=73bf133a0543679ba4de3e45ed3888a6",,2-s2.0-84874800178
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024715909&doi=10.1109%2f9.29425&partnerID=40&md5=6161bfaacd385b504f0659e85572e093",,2-s2.0-0024715909
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022688781&doi=10.1109%2fJRA.1986.1087032&partnerID=40&md5=0216d2b92612ea0c85f93e399f150d96",,2-s2.0-0022688781
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21044443461&doi=10.1016%2fj.cma.2004.10.008&partnerID=40&md5=543b7f9e11d68d0f6dde177029fad106","Boundary layers; CAD; Convergence; Finite element analysis; Fluid dynamics; Geometry; h-refinement; Internal layers; k-refinement; Mesh refinement; NURBS; p-refinement; Shells; Structural analysis",2-s2.0-21044443461
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935113569&doi=10.1109%2fTIT.1967.1054010&partnerID=40&md5=082a205f4352acbcdf18d2035be03be4",,2-s2.0-84935113569
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017478092&doi=10.1109%2fTAC.1977.1101446&partnerID=40&md5=d3d0bd29428357afacbe56d5282eaf60",,2-s2.0-0017478092
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0342929614&doi=10.1016%2f0021-9991%2877%2990121-8&partnerID=40&md5=d901afb46dab8be5029f9796b6653f2c",,2-s2.0-0342929614
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042697346&doi=10.1145%2f963770.963772&partnerID=40&md5=3affd2a019ec52854130e9344b268268","Collaborative filtering; Evaluation; Metrics; Recommender systems",2-s2.0-3042697346
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988339174&doi=10.1109%2fTRO.2015.2463671&partnerID=40&md5=4b4977ad9316c26565f7ec3db1348c31","Lifelong mapping; localization; monocular vision; recognition; Simultaneous localization and mapping (SLAM)",2-s2.0-84988339174
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017030517&doi=10.1016%2f0021-9991%2876%2990041-3&partnerID=40&md5=9ca83beab4810159517f82a2682b70e9",,2-s2.0-0017030517
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019607241&doi=10.1016%2f0045-7825%2882%2990071-8&partnerID=40&md5=2b39bb99221e51e51c6407f773c03a2c",,2-s2.0-0019607241
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002042337&partnerID=40&md5=4385da2ebfbe717f06324e00e6ab9a99",,2-s2.0-0002042337
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026242171&doi=10.1016%2f0364-5916%2891%2990030-N&partnerID=40&md5=fb6f21da9ba13ba1802c82d7cf9e6efc",,2-s2.0-0026242171
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033169211&doi=10.1109%2f42.796284&partnerID=40&md5=cf38104c6f49305d973bd36daa709f41",,2-s2.0-0033169211
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46149142859&doi=10.1016%2f0021-9991%2886%2990099-9&partnerID=40&md5=dfdf4cc339624149a883a0957cc10783",,2-s2.0-46149142859
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874011652&doi=10.1186%2f1471-2105-14-60&partnerID=40&md5=cade689f97d931609974c1c1a186e6e8","Archaea; Bacteria; BLAST; DDH; GBDP; Genomics; GGD; GGDC; MUMmer; Phylogeny; Species concept; Taxonomy",2-s2.0-84874011652
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031599142&doi=10.1145%2f272991.272995&partnerID=40&md5=1c4d172a52d4f787f136ef159050b1f6","Finite fields; GFSR; Incomplete array; Inversive-decimation method; k-distribution; M-sequences; Mersenne Primes; Mersenne Twister; MT19937; Multiple-recursive matrix method; Primitive polynomials; Random number generation; Tempering; TGFSR",2-s2.0-0031599142
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39749104751&doi=10.2753%2fMIS0742-1222240302&partnerID=40&md5=7197b8ba5d16cb8db9717e8cd7d9072b","Case study; Design science; Design science research; Design theory; Mental model; Methodology; Process model",2-s2.0-39749104751
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110867932&partnerID=40&md5=2fbb95641ce52be28e290041940e496c",,2-s2.0-85110867932
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644997478&doi=10.1109%2fTAC.2005.864190&partnerID=40&md5=96e695e84c61e475f898f0708497c7c2","Consensus theory; Distributed control; Dynamic graphs; Mobile sensor networks; Networked autonomous vehicles; Self-assembly of networks; Self-organizing systems; Swarms",2-s2.0-33644997478
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041802770&doi=10.1016%2fS0967-0661%2802%2900186-7&partnerID=40&md5=b26976377c37cc4d29fe3072c93505c3",,2-s2.0-0041802770
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942552459&doi=10.1186%2f1471-2105-4-2&partnerID=40&md5=3417cb5f166475d669bb06294bc08c87",,2-s2.0-2942552459
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39449115394&doi=10.1186%2f1471-2105-9-40&partnerID=40&md5=9739a4661d90cf9cd404c673cd6cd352",,2-s2.0-39449115394
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28144444111&doi=10.1006%2fjcph.1994.1155&partnerID=40&md5=9571c14bf84d5d1ba15bd4bc1ff6d666",,2-s2.0-28144444111
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-45449125925&doi=10.1016%2f0021-9991%2888%2990177-5&partnerID=40&md5=69d2ef6d345221783ee89cf4e8dab952",,2-s2.0-45449125925
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031106962&doi=10.1109%2f42.563664&partnerID=40&md5=e7f1149682a9c78ed6f02ffb007d42b2","Matching criterion; Multimodality images; Mutual information; Registration",2-s2.0-0031106962
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644317383&doi=10.1109%2fTAC.2004.834433&partnerID=40&md5=e54a8c10f0d49e52ced2faf8f3ffdccc",,2-s2.0-4644317383
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019533482&doi=10.1109%2fTAC.1981.1102568&partnerID=40&md5=23f83f786523f08268214845f6cb25c8",,2-s2.0-0019533482
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031987382&doi=10.1109%2f42.668698&partnerID=40&md5=057df01c490efbb3e3bb7ae9cbdc5639","Intensity nonuniformity; Magnetic resonance imaging; Rf field inhomogeneity; Shading artifact",2-s2.0-0031987382
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018480361&doi=10.1016%2f0045-7825%2879%2990034-3&partnerID=40&md5=445f3323a73d87c133a6bc9554e88a4e",,2-s2.0-0018480361
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880022273&doi=10.1021%2fct400341p&partnerID=40&md5=b03785af6273e57a022f227ab3a6d1ff",,2-s2.0-84880022273
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026686049&doi=10.1109%2f18.119727&partnerID=40&md5=3fe030d4518a332fb150cd78423592de","Edges; fractals; Lipschitz exponents; noise; singularities; wavelets",2-s2.0-0026686049
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49149116092&doi=10.2307%2f249688&partnerID=40&md5=c2f806496f15cc9ced1d4960a8aacfdd","Causal models; Measurement; Partial least squares; Psychology; User behavior",2-s2.0-49149116092
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900830868&doi=10.1007%2fs007790170019&partnerID=40&md5=df95f5f45a010fcc4573bcbf7a9fa432","Application support; Context; Context-awareness; Situation-awareness",2-s2.0-84900830868
